<<<<<<< HEAD
table_name,companies_id,additional_specs,aoi_inspection,awards,box_build_assembly,burn_in_testing,business_info.company_id,business_info.id,business_info.min_order_qty,business_info.payment_terms,business_info.production_lead_time,business_info.prototype_lead_time,cable_harness_assembly,certificate_number,certification_type,city,clean_room_class,companies.annual_revenue_range,companies.company_name,companies.created_at,companies.dba_name,companies.description,companies.domain,companies.employee_count_range,companies.id,companies.is_active,companies.is_verified,companies.key_differentiators,companies.last_verified_date,companies.logo_url,companies.slug,companies.updated_at,companies.website_url,companies.year_founded,company_id,company_name,conformal_coating,consigned_services,country,created_at,data_confidence,design_services,domain,employees_at_location,engineering_support_hours,expiration_date,facility_name,facility_size_sqft,facility_type,finest_pitch_capability,flying_probe_testing,high_volume_production,id,industry_name,is_primary,is_specialization,issued_date,issuing_body,key_capabilities,key_differentiators,last_verified_date,latitude,lead_free_soldering,location,longitude,low_volume_production,max_pcb_layers,max_pcb_size_inches,medium_volume_production,notable_customers,notable_projects,pcb_assembly_fine_pitch,pcb_assembly_mixed,pcb_assembly_smt,pcb_assembly_through_hole,potting_encapsulation,prototyping,research_date,research_notes,rush_orders,sales_territory,scope,smallest_component_size,state,status,street_address,supply_chain_management,testing_environmental,testing_functional,testing_ict,testing_rf_wireless,turnkey_services,twentyfour_seven,updated_at,verification_data.company_id,verification_data.created_at,verification_data.data_confidence,verification_data.has_logo,verification_data.id,verification_data.internal_notes,verification_data.is_featured_partner,verification_data.profile_completeness,verification_data.public_description,verification_data.recommended_by,verification_data.updated_at,verification_data.venkel_relationship,verification_data.verification_date,verification_data.verification_method,verification_data.verified_by,website,website_url,x_ray_inspection,years_experience,zip_code
capabilities,,,,,TRUE,,,,,,,,FALSE,,,,,,"Kitron Technologies, Inc. (APITech)",,,,,,,,,,,,,,,,,"Kitron Technologies, Inc. (APITech)",,FALSE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,9/23/2025,,FALSE,,,TRUE,,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,2025-09-23T19:49:37.031Z,,,,,,,,,,,,,,,,,,,,
capabilities,222df61b-dcce-4db4-8203-0648037249c8,,,,TRUE,,,,,,,,FALSE,,,,,,Visual Communications Company,,,,,,,,,,,,,,,,222df61b-dcce-4db4-8203-0648037249c8,Visual Communications Company,,FALSE,,,,TRUE,,,,,,,,,,FALSE,,,,,,,,,9/23/2025,,FALSE,,,TRUE,,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,TRUE,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,2025-09-23T19:50:57.574Z,,,,,,,,,,,,,,,,,,,,
capabilities,,,,,TRUE,,,,,,,,TRUE,,,,,,MCL Industries,,,,,,,,,,,,,,,,,MCL Industries,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,9/23/2025,,TRUE,,,TRUE,,,TRUE,,,FALSE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,2025-09-23T19:51:03.167Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO9001,,,,Celestica LLC,,,,,,,,,,,,,,,,,Celestica LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quality management systems for electronics manufacturing,,,Active,,,,,,,,,2025-09-23T17:01:34.427Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO13485,,,,Celestica LLC,,,,,,,,,,,,,,,,,Celestica LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical device manufacturing,,,Active,,,,,,,,,2025-09-23T17:01:34.427Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,AS9100,,,,Celestica LLC,,,,,,,,,,,,,,,,,Celestica LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerospace and defense manufacturing,,,Active,,,,,,,,,2025-09-23T17:01:34.427Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ITAR,,,,Celestica LLC,,,,,,,,,,,,,,,,,Celestica LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defense and aerospace compliance,,,Registered,,,,,,,,,2025-09-23T17:01:34.427Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 9001:2015,,,,"Q C Graphics, Inc.",,,,,,,,,,,,,,,,,"Q C Graphics, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quality management system for design, assembly, testing etc.",,,Active,,,,,,,,,2025-09-23T17:59:36.938Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,AS9100 Rev D,,,,"Q C Graphics, Inc.",,,,,,,,,,,,,,,,,"Q C Graphics, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quality management for aerospace applications,,,Active,,,,,,,,,2025-09-23T17:59:36.938Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ITAR Registered,,,,"Q C Graphics, Inc.",,,,,,,,,,,,,,,,,"Q C Graphics, Inc.",,,,,,,,,,,,,,,,,,,,,,U.S. State Department,,,,,,,,,,,,,,,,,,,,,,,,Compliances for handling defense articles and services,,,Registered,,,,,,,,,2025-09-23T17:59:36.938Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 9001,,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global quality management system across facilities,,,Active,,,,,,,,,2025-09-23T18:14:21.489Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,AS9100,,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerospace and defense electronics manufacturing,,,Active,,,,,,,,,2025-09-23T18:14:21.489Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 13485,,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical device design and manufacturing,,,Active,,,,,,,,,2025-09-23T18:14:21.489Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ITAR,,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,,,,,,,,,,,,,,,,,,,,U.S. Dept. of State,,,,,,,,,,,,,,,,,,,,,,,,Defense-related projects compliance,,,Registered,,,,,,,,,2025-09-23T18:14:21.489Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 9001,,,,"4FRONT Solutions, LLC",,,,,,,,,,,,,,,,,"4FRONT Solutions, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quality management system for electronic manufacturing services,,,Active,,,,,,,,,2025-09-23T18:19:38.051Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 13485,,,,"4FRONT Solutions, LLC",,,,,,,,,,,,,,,,,"4FRONT Solutions, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical device design/production compliance,,,Active,,,,,,,,,2025-09-23T18:19:38.051Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 9001:2015,,,,"Odyssey Electronics, Inc.",,,,,,,,,,,,,,,,,"Odyssey Electronics, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,2025-09-23T18:22:34.626Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 13485:2016,,,,"Odyssey Electronics, Inc.",,,,,,,,,,,,,,,,,"Odyssey Electronics, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,2025-09-23T18:22:34.626Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 9001:2015,,,,GI Circuits Inc.,,,,,,,,,,,,,,,,,GI Circuits Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quality management system for electronics manufacturing,,,Active,,,,,,,,,2025-09-23T18:49:12.386Z,,,,,,,,,,,,,,,,,,,,
certifications,0a0c4bd8-51d5-4b08-9577-a8c972d5aff2,,,,,,,,,,,,,,ISO 9001,,,,Rocket EMS,,,,,,,,,,,,,,,,0a0c4bd8-51d5-4b08-9577-a8c972d5aff2,Rocket EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quality management system for electronic manufacturing services,,,Active,,,,,,,,,2025-09-23T18:56:06.238Z,,,,,,,,,,,,,,,,,,,,
certifications,93d49512-c63a-4786-a3e5-6fdb2c96f309,,,,,,,,,,,,,,ISO 9001:2015,,,,"Z-AXIS, Inc. (Bear Power Supplies)",,,,,,,,,,,,,,,,93d49512-c63a-4786-a3e5-6fdb2c96f309,"Z-AXIS, Inc. (Bear Power Supplies)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electronics design and contract manufacturing,,,Active,,,,,,,,,2025-09-23T19:13:30.247Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 9001:2008,,,,Solutions Manufacturing LLC,,,,,,,,,,,,,,,,,Solutions Manufacturing LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Design, manufacturing, and complete supply chain management of electronic assemblies",,,Active,,,,,,,,,2025-09-23T19:41:24.139Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ISO 9001:2015,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,,,,,7/29/2023,,,,,,,,,,,,,,,,,,,,,,,,,Quality management system for design and manufacturing of electrical products,,,Active,,,,,,,,,2025-09-23T22:10:44.626Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,UL,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,,,,,,Underwriters Laboratories,,,,,,,,,,,,,,,,,,,,,,,,Products and processes meeting UL safety standards,,,Active,,,,,,,,,2025-09-23T22:10:44.626Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,CSA,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,,,,,,Canadian Standards Association,,,,,,,,,,,,,,,,,,,,,,,,Compliance for relevant products/processes under CSA standards,,,Active,,,,,,,,,2025-09-23T22:10:44.626Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ANSI,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,,,,,,American National Standards Institute,,,,,,,,,,,,,,,,,,,,,,,,Compliance to applicable ANSI standards,,,Active,,,,,,,,,2025-09-23T22:10:44.626Z,,,,,,,,,,,,,,,,,,,,
certifications,,,,,,,,,,,,,,,ITAR,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,"Riverside Mfg., LLC",,,,,,,,,,,,,,,,,,,,,,U.S. State Department,,,,,,,,,,,,,,,,,,,,,,,,Handling defense articles and services under the United States Munitions List,,,Registered,,,,,,,,,2025-09-23T22:10:44.626Z,,,,,,,,,,,,,,,,,,,,
facilities,,,,,,,,,,,,,,,,Toronto,,,Celestica LLC,,,,,,,,,,,,,,,,,Celestica LLC,,,Canada,,,,,,,,,,Global HQ,,,,,,TRUE,,,,"Corporate headquarters, global operations management.",,,43.7683537,,POINT(-79.41304629999999 43.7683537),-79.4130463,,,,,,,,,,,,,,,,,,,ON,,"5140 Yonge Street, Suite 1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,M2N 6L7
facilities,,,,,,,,,,,,,,,,Richardson,,,"Q C Graphics, Inc.",,,,,,,,,,,,,,,,,"Q C Graphics, Inc.",,,USA,,,,,,,,,,Headquarters / Manufacturing,,,,,,TRUE,,,,PCB layout & design; PCB assembly; box builds; testing; materials procurement; machining,,,32.9666745,,POINT(-96.70040379999999 32.9666745),-96.7004038,,,,,,,,,,,,,,,,,,,TX,,1501 N Plano Rd #300,,,,,,,,,,,,,,,,,,,,,,,,,,,,75081
facilities,,,,,,,,,,,,,,,,Newmarket,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,Canada,,,,,,,,,,Manufacturing / Testing,,,,,,,,,,"Electronics testing, microelectronics lab",,,44.0616957,,POINT(-79.4206202 44.0616957),-79.4206202,,,,,,,,,,,,,,,,,,,ON,,213 Harry Walker Parkway South,,,,,,,,,,,,,,,,,,,,,,,,,,,,L3Y 8T3
facilities,,,,,,,,,,,,,,,,Alburtis,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,After-Market Services,,,,,,,,,,"Repair, cleaning, screening, failure analysis",,,40.5180363,,POINT(-75.6137258 40.5180363),-75.6137258,,,,,,,,,,,,,,,,,,,PA,,8620 Congdon Hill Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,18011
facilities,,,,,,,,,,,,,,,,Brockton,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,Rugged Systems Manufacturing (Atrenne),,,,,,,,,,Mission-critical embedded systems manufacturing,,,42.0527476,,POINT(-71.0514986 42.0527476),-71.0514986,,,,,,,,,,,,,,,,,,,MA,,10 Mupac Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301
facilities,,,,,,,,,,,,,,,,Fremont,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,Manufacturing / Precision Machining,,,,,,,,,,"Precision machining, prototyping, semiconductor & aerospace support",,,37.457274,,POINT(-121.9201187 37.457274),-121.9201187,,,,,,,,,,,,,,,,,,,CA,,49235 Milmont Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,94538
facilities,,,,,,,,,,,,,,,,Maple Grove,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,Engineering / Aerospace Support,,,,,,,,,,"AOG support, repair & overhaul, electromechanical design",,,45.1097925,,POINT(-93.42174349999999 45.1097925),-93.4217435,,,,,,,,,,,,,,,,,,,MN,,10950 85th Ave N,,,,,,,,,,,,,,,,,,,,,,,,,,,,55369
facilities,,,,,,,,,,,,,,,,Portland,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,Design & Manufacturing,,,,,,,,,,"Electrical & electromechanical assemblies, automation, subsystems",,,45.5544579,,POINT(-122.4699584 45.5544579),-122.4699584,,,,,,,,,,,,,,,,,,,OR,,18870 NE Riverside Parkway,,,,,,,,,,,,,,,,,,,,,,,,,,,,97230
facilities,,,,,,,,,,,,,,,,Richardson,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,System Integration,,,,,,,,,,"System integration, testing, direct fulfillment",,,32.9905139,,POINT(-96.65831329999999 32.9905139),-96.6583133,,,,,,,,,,,,,,,,,,,TX,,2791 Telecom Parkway,,,,,,,,,,,,,,,,,,,,,,,,,,,,75082
facilities,,,,,,,,,,,,,,,,Tucson,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,Aerospace & Defense Center of Excellence,,,,,,,,,,"Design, manufacturing, test, repair of aviation & military electronics",,,32.4069972,,POINT(-110.942933 32.4069972),-110.942933,,,,,,,,,,,,,,,,,,,AZ,,11060 N. Oracle Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,85737
facilities,,,,,,,,,,,,,,,,San Jose,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,Metal Finishing,,,,,,,,,,"Metal finishing, cleanroom processing, anodization",,,37.3971079,,POINT(-121.9088342 37.3971079),-121.9088342,,,,,,,,,,,,,,,,,,,CA,,950 Rincon Circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,95131
facilities,,,,,,,,,,,,,,,,Alviso,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,Design / Customer Experience Center,,,,,,,,,,"Hardware platform design, networking, compute labs",,,37.41961,,POINT(-121.9739968 37.41961),-121.9739968,,,,,,,,,,,,,,,,,,,CA,,"2150 Gold Street, Unit 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,95002
facilities,,,,,,,,,,,,,,,,Rancho Cucamonga,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,USA,,,,,,,,,,After-Market Services,,,,,,,,,,"Repair, screening, fulfillment",,,34.0935632,,POINT(-117.6092807 34.0935632),-117.6092807,,,,,,,,,,,,,,,,,,,CA,,"8840 Flower Road, Suite 110",,,,,,,,,,,,,,,,,,,,,,,,,,,,91730
facilities,,,,,,,,,,,,,,,,Apodaca,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,Mexico,,,,,,,,,,Manufacturing,,,,,,,,,,"PCB assembly, box build, supply chain, repair",,,25.7794818,,POINT(-100.1727632 25.7794818),-100.1727632,,,,,,,,,,,,,,,,,,,NL,,"Calle Octava #102, Parque Industrial Monterrey",,,,,,,,,,,,,,,,,,,,,,,,,,,,66600
facilities,,,,,,,,,,,,,,,,Galway,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,Ireland,,,,,,,,,,Manufacturing / Logistics,,,,,,,,,,"Automated assembly, configure-to-order fulfillment, logistics",,,53.3019101,,POINT(-8.9909413 53.30191010000001),-8.9909413,,,,,,,,,,,,,,,,,,,,,Parkmore Business Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilities,,,,,,,,,,,,,,,,Bors,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,Romania,,,,,,,,,,Manufacturing,,,,,,,,,,"PCB assembly, systems integration, after-market",,,47.1058316,,POINT(21.8243157 47.10583159999999),21.8243157,,,,,,,,,,,,,,,,,,,Bihor,,88 Sos. Borsului,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilities,,,,,,,,,,,,,,,,La Pobla de Vallbona,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,Spain,,,,,,,,,,Manufacturing / R&D,,,,,,,,,,"PCB & systems assembly, aerospace & healthtech CoE",,,39.5992885,,POINT(-0.5600058 39.5992885),-0.5600058,,,,,,,,,,,,,,,,,,,Valencia,,Carretera Valencia-Ademuz km 17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,46185
facilities,,,,,,,,,,,,,,,,Kunshan,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,China,,,,,,,,,,Manufacturing,,,,,,,,,,"High & low volume assemblies, industrial electronics",,,31.35568,,POINT(121.04907 31.35568),121.04907,,,,,,,,,,,,,,,,,,,Jiangsu,,"No. 100 Zhang Ji Road, Development Zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,215300
facilities,,,,,,,,,,,,,,,,Dongguan,,,Celestica Inc.,,,,,,,,,,,,,,,,,Celestica Inc.,,,China,,,,,,,,,,Design Center,,,,,,,,,,"Product development, hardware/software design",,,22.83806,,POINT(114.18088 22.83806),114.18088,,,,,,,,,,,,,,,,,,,Guangdong,,"Floor 12, No.5 Keji 2nd Road, Songshan Lake",,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilities,,,,,,,,,,,,,,,,Erie,,,"4FRONT Solutions, LLC",,,,,,,,,,,,,,,,,"4FRONT Solutions, LLC",,,USA,,,,,,,,,,Headquarters / Manufacturing,,,,,,TRUE,,,,"PCB assembly & test, cable & harness assembly & test, system-level assembly & test, depot repair, fulfillment, conformal coating, potting, mixed technology, medical/industrial assemblies",,,42.040657,,POINT(-80.0913144 42.040657),-80.0913144,,,,,,,,,,,,,,,,,,,PA,,8140 Hawthorne Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,16509
facilities,,,,,,,,,,,,,,,,DeLand,,,"4FRONT Solutions, LLC",,,,,,,,,,,,,,,,,"4FRONT Solutions, LLC",,,USA,,,,,,,,,,Office / Support,,,,,,,,,,Corporate / business operations / support functions,,,29.020049,,POINT(-81.22728630000002 29.020049),-81.2272863,,,,,,,,,,,,,,,,,,,FL,,3045 Tech Park Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilities,,,,,,,,,,,,,,,,Livonia,,,"Odyssey Electronics, Inc.",,,,,,,,,,,,,,,,,"Odyssey Electronics, Inc.",,,USA,,,,,,,,,,Manufacturing / PCB assembly,,,,,,TRUE,,,,"PCB assembly (SMT and thru-hole), conformal coating, selective soldering; prototype through production; quick turn support; ISO 9001:2015, ISO 13485:2016 quality systems. ",,,42.3768408,,POINT(-83.38549010000001 42.3768408),-83.3854901,,,,,,,,,,,,,,,,,,,MI,,12886 Fairlane St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,48150
facilities,,,,,,,,,,,,,,,,Lake Havasu City,,,"A & A Electronics Assembly, Inc.",,,,,,,,,,,,,,,,,"A & A Electronics Assembly, Inc.",,,USA,,,,,,,,,30000,Campus / Electronics & PCB Assembly,,,,,,TRUE,,,,Inventory control; SMT & thru-hole; AOI; X-Ray; selective soldering; wave solder; functional testing; inspection; repair; rework; cleaning; final assembly.,,,34.4991047,,POINT(-114.3567963 34.4991047),-114.3567963,,,,,,,,,,,,,,,,,,,AZ,,915 Kiowa Ave Building B,,,,,,,,,,,,,,,,,,,,,,,,,,,,86403
facilities,16020bb9-3491-4518-83a3-a29f7176ac9b,,,,,,,,,,,,,,,San Jose,,,Sanmina Corporation,,,,,,,,,,,,,,,,16020bb9-3491-4518-83a3-a29f7176ac9b,Sanmina Corporation,,,USA,,,,,,,,,,Global Headquarters,,,,,,TRUE,,,,"Corporate headquarters; high level oversight of global operations, engineering, design, strategic management",,,37.3899428,,POINT(-121.9299088 37.3899428),-121.9299088,,,,,,,,,,,,,,,,,,,CA,,2700 North First Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,95134
facilities,16020bb9-3491-4518-83a3-a29f7176ac9b,,,,,,,,,,,,,,,Austin,,,Sanmina Corporation,,,,,,,,,,,,,,,,16020bb9-3491-4518-83a3-a29f7176ac9b,Sanmina Corporation,,,USA,,,,,,,,,,Precision Machining / Mechanical Assembly,,,,,,,,,,"Precision machining (vertical, horizontal milling, turning), mechanical assembly; prototype to production; clean room assembly. :contentReference[oaicite:0]{index=0}",,,30.347345,,POINT(-97.6783071 30.347345),-97.6783071,,,,,,,,,,,,,,,,,,,TX,,"9100 Cameron Road, Building 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,78754
facilities,16020bb9-3491-4518-83a3-a29f7176ac9b,,,,,,,,,,,,,,,Carrollton,,,Sanmina Corporation,,,,,,,,,,,,,,,,16020bb9-3491-4518-83a3-a29f7176ac9b,Sanmina Corporation,,,USA,,,,,,,,,,PCBA & System Assembly; Optical Solutions,,,,,,,,,,"End-to-end engineering, manufacture, test; global distribution; optical assemblies; comprehensive repair & warranty services. :contentReference[oaicite:1]{index=1}",,,32.9453402,,POINT(-96.9105641 32.9453402),-96.9105641,,,,,,,,,,,,,,,,,,,TX,,1201 West Crosby Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,75006
facilities,16020bb9-3491-4518-83a3-a29f7176ac9b,,,,,,,,,,,,,,,Costa Mesa,,,Sanmina Corporation,,,,,,,,,,,,,,,,16020bb9-3491-4518-83a3-a29f7176ac9b,Sanmina Corporation,,,USA,,,,,,,,,,PCB Fabrication / High Reliability,,,,,,,,,,"Fine line PCBs, flex & rigid-flex circuits; high reliability markets including medical & aerospace; advanced laminates. :contentReference[oaicite:2]{index=2}",,,33.6691337,,POINT(-117.8777339 33.6691337),-117.8777339,,,,,,,,,,,,,,,,,,,CA,,2945 Airway Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,92626
facilities,16020bb9-3491-4518-83a3-a29f7176ac9b,,,,,,,,,,,,,,,Wuxi,,,Sanmina Corporation,,,,,,,,,,,,,,,,16020bb9-3491-4518-83a3-a29f7176ac9b,Sanmina Corporation,,,China,,,,,,,,,,PCB Fabrication / Prototype Services,,,,,,,,,,High-layer count PCBs; thru-hole aspects; multiple finishes; cost‐effective region for advanced PCB products. :contentReference[oaicite:3]{index=3},,,31.452956,,POINT(120.01071 31.452956),120.01071,,,,,,,,,,,,,,,,,,,,,Wuxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilities,16020bb9-3491-4518-83a3-a29f7176ac9b,,,,,,,,,,,,,,,Guadalajara,,,Sanmina Corporation,,,,,,,,,,,,,,,,16020bb9-3491-4518-83a3-a29f7176ac9b,Sanmina Corporation,,,Mexico,,,,,,,,,,Backplane & System Integration,,,,,,,,,,Backplane manufacturing; system integration; quick turnaround for customers in North America. :contentReference[oaicite:4]{index=4},,,20.6751707,,POINT(-103.3473385 20.6751707),-103.3473385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilities,16020bb9-3491-4518-83a3-a29f7176ac9b,,,,,,,,,,,,,,,Zhangpu,,,Sanmina Corporation,,,,,,,,,,,,,,,,16020bb9-3491-4518-83a3-a29f7176ac9b,Sanmina Corporation,,,China,,,,,,,,,,Backplane & System Integration,,,,,,,,,,Lower cost Asian facility for high-technology backplanes & systems integration. :contentReference[oaicite:5]{index=5},,,24.1170999,,POINT(117.61372 24.1170999),117.61372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilities,53eb9751-e991-4a82-9cb3-5d0a4e9b5db1,,,,,,,,,,,,,,,Hyderabad,,,Danlaw Electronics Assembly & Logistics (DEAL),,,,,,,,,,,,,,,,53eb9751-e991-4a82-9cb3-5d0a4e9b5db1,Danlaw Electronics Assembly & Logistics (DEAL),,,India,,,,,194,,,,,Headquarters / Manufacturing / R&D,,,,,,TRUE,,,,"Electronics manufacturing, PCB assembly, telematics control units, diagnostic tools, embedded software development, automotive R&D, logistics",,,17.429008,,POINT(78.432119 17.429008),78.432119,,,,,,,,,,,,,,,,,,,Telangana,,"43 Sagar Society Road 2, Banjara Hills",,,,,,,,,,,,,,,,,,,,,,,,,,,,500034
facilities,,,,,,,,,,,,,,,,Austin,,,VirTex Enterprises (includes Circuit Technology Inc.),,,,,,,,,,,,,,,,,VirTex Enterprises (includes Circuit Technology Inc.),,,USA,,,,,,,,,,Headquarters / Manufacturing,,,,,,TRUE,,,,"Corporate HQ, PCB assembly, system integration, program management",,,30.4683789,,POINT(-97.67821169999999 30.4683789),-97.6782117,,,,,,,,,,,,,,,,,,,TX,,16310 Bratton Ln Building 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,78728
