id,company_name,dba_name,website_url,year_founded,employee_count_range,annual_revenue_range,slug,logo_url,description,key_differentiators,is_active,is_verified,last_verified_date,created_at,updated_at
3b05a6bf-8096-43d3-942e-b90c1cc6062f,Sistech,SisTech,http://sistechmfg.com,1994.0,<50,<$10M,sistech,,"SisTech Manufacturing, a woman-owned, minority-owned business based in Bend, Oregon, provides contract electronic manufacturing and mechanical assembly services to high technology companies. Our team has over 30 years of experience in high-tech assembly, design review, purchasing, project management, and order fulfillment for some of the largest companies as well as at rapidly growing startups. Find out more about our Services or take a closer look at our Facility.","ISO9001/ITAR shop with 01005 placement and in-house X-ray/AOI, offering warranty-backed workmanship and lifetime support.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
3f950578-ca0e-4f73-950e-790a52ca0b57,"Creation Technologies Washington, LLC",Creation Technologies,https://www.creationtech.com,1991.0,1000+,$150M+,creation-technologies-washington-llc,,"Supplies turnkey and consignment manufacturing solutions for both surface mount and through-hole PCB assembly and test. Everett, Washington, USA.","13 facilities, 4k+ staff, full lifecycle EMS services with dedicated rapid‑prototyping center; top‑10 North American revenue ranking.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
420a427b-7a66-4c36-8c43-c196d1ce25ed,Circuit Works Corporation,CWC EMS,https://www.cwcems.com,1989.0,50-150,$10M-50M,circuit-works-corporation,,Electronics Contract Manufacturing Company offering custom design services from prototype phase through final assembly and testing. Certified ISO 9001:2008,ISO9001 EMS offering U.S. and Mexico assembly options with IPC class 1-3 workmanship for fast-turn prototypes through production.,True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
47864c2e-1fee-41f0-952d-d8ee181cae38,Benchmark Electronics Inc. (Winona),Benchmark Winona,https://www.bench.com,1979.0,500-1000,$150M+,benchmark-electronics-inc-winona,,Electronics design and precision manufacturing infused with an obsessive dedication to detail Ã¢Â€Â“ from concept to production to supply chain.,"Benchmark Winona excels in medical, advanced computing & defense manufacturing with access to local talent.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
48485c61-02ac-45db-9269-d84051aee600,"Ducommun LaBarge Technologies, Inc.",Ducommun Appleton,https://www.ducommun.com,1849.0,1000+,$150M+,ducommun-labarge-technologies-inc,,"Ducommun serves the aerospace, defense, industrial, natural resources and medical industries as a Tier II supplier of electronics manufacturing services and aerostructures through its two core business areas - Electronic Solutions and Structural Soluti...","Legacy Ducommun site providing AS9100 electronics, system integration and FAA-certified repair for aerospace and defense platforms.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
497dd156-9dcb-4312-9853-2689645212bf,"Sumida America, Inc.",Teledyne AES,https://sumida-america-inc-.invalid,1989.0,50-150,$50M-150M,sumida-america-inc-,,"Contract manufacturing by HANA Technologies. Electronics CM source for wafer processing, IC packaging and testing, RFID inlays and tags, camera module assemblies, PCBA, LCD displays, and other contract manufacturing and assembly. OEM production volume,...",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-15 19:59:58.816508+00,2025-08-15 19:59:58.816508+00
4b2ffc06-27f9-4357-9459-9b1c5bb1762f,A2Z Electronics LLC,A2Z EMS,https://www.a2zems.com/,2021.0,<50,<$10M,a2z-electronics-llc,,"A2Z Electronics LLC is a company that operates in the Machinery industry. It employs 21-50 people and has $1M-$5M of revenue. The company is headquartered in Elgin, Illinois.",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
4dee4dc3-fcf7-49bd-b833-6c839a320919,"Co-Ax Technology, Inc.",Co-Ax,https://www.coaxinc.com,1993.0,150-500,$10M-50M,co-ax-technology-inc,,"CO-AX Technology is a leading Electronic Contract Manufacturing Services that provides Custom PCB design prototyping & PCB manufacturing, cable assemblies. Made in the USA, Affordable Assembly, Prototype PCB assembly, with rapid turn times & online quo...","ISO9001/13485 EMS integrating PCB, cable and box-build with in-house design and prototyping in Solon, OH.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
50dea1ce-3c51-4e99-b2b5-d45e720bf64c,"Vergent Products, Inc.",Teledyne AES,https://www.vergentproducts.com/,1995.0,50-150,$10M-50M,vergent-products-inc,,"600+ ProjectsDelivered 25+ Yearsof Experience Made in the USALoveland, Colorado ISO 9001:2015AS9100DISO 13485:2016 Measurement& Controls MedicalDevices Industrial & CriticalEnvironment AerospaceContinue readingWhat our clients tell us that makes us dif...",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
5266f350-6112-466c-b2b7-d0f49b4964dc,Silicon Mountain Contract Services LLC,Silicon Mountain,https://www.siliconmtn.net,1969.0,<50,<$10M,silicon-mountain-contract-services-llc,,"Silicon Mountain provides world class contract electronics manufacturing services. Featuring SMT, TH, and HLA services to our clients.",ISO9001 Idaho EMS providing flexible prototype-to-production PCBA and box build with conformal coating and quick-turn responsiveness.,True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
53eb9751-e991-4a82-9cb3-5d0a4e9b5db1,"DEAL (Danlaw Electronics Assembly & Logistics), LLC",Danlaw Electronics,https://danlawelectronics.com/,2023.0,50-150,$10M-50M,deal-danlaw-electronics-assembly-logistics-llc,,"Contract manufacturing by HANA Technologies. Electronics CM source for wafer processing, IC packaging and testing, RFID inlays and tags, camera module assemblies, PCBA, LCD displays, and other contract manufacturing and assembly. OEM production volume,...",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
54894540-5bc5-4b00-9453-f2621b093676,"Flextronics International USA, Inc.",Flex,https://flex.com/,1969.0,1000+,$150M+,flextronics-international-usa-inc,,"Global EMS provider specializing in power distribution, medical devices, precision plastics, and systems integration","ISO 13485 certified at 21 sites, FDA registered at 14 sites, ITAR compliant, new 400K sq ft Dallas facility",True,False,,2025-08-14 19:37:09.710421+00,2025-08-15 19:59:58.816508+00
54ea59cb-2ca4-4698-8d3b-33c2d2ea0d95,East West Manufacturing – El Paso / Juárez,Protech Global Solutions,https://www.ewmfg.com,2001.0,150-500,$50M-150M,east-west-manufacturing-el-paso-ju-rez,,"Bi-National Electronic Contract Manufacturing Service Provider that offers world class quality solutions. From Product Development Support, Engineering and","Near-shore 150 k sq ft ISO9001 facility offering PCBA-through-system builds with in-house cable, RF and custom test for mid-to-high volumes.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
56881300-bbc7-4ac8-980f-c793d19e5ad8,DEAL (Danlaw Electronics),Teledyne AES,https://deal-danlaw-electronics-.invalid,1989.0,150-500,$50M-150M,deal-danlaw-electronics-,,"Contract manufacturing by HANA Technologies. Electronics CM source for wafer processing, IC packaging and testing, RFID inlays and tags, camera module assemblies, PCBA, LCD displays, and other contract manufacturing and assembly. OEM production volume,...",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-15 19:59:58.816508+00,2025-08-15 19:59:58.816508+00
58bf8742-0773-40a0-9c64-49e4f3276b2b,Cal-Comp USA (San Diego),CCSD,https://www.calcompusa.com,1992.0,150-500,$50M-150M,cal-comp-usa-san-diego,,Calcomp was added in 2013.,Lean-Six-Sigma AS9100/ISO13485 facility offering full turnkey PCBA-to-box-build with combined ITAR and FDA registrations.,True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
5953acac-f03f-4487-8a27-6d1ecb244215,"Mack Technologies Florida, Inc.",Mack Technologies,https://www.macktech.com,1993.0,150-500,$50M-150M,mack-technologies-florida-inc,,"Complex electronic contract manufacturing solutions for defense, industrial, medical,energy, & communications applications.","145 k sq ft AS9100/ISO13485 site with full turnkey PCBA-to-box-build, automated coating/potting and both ICT & flying-probe test for mission-critical products.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
606e6e96-b92f-4295-8f80-6780d9c45ec5,"Express Manufacturing, Inc.",EMI,http://eminc.com,1982.0,500-1000,$50M-150M,express-manufacturing-inc,,"Express Manufacturing, Inc. (EMI) provides world-class Electronics Manufacturing Services (EMS) to OEMs and electronics companies representing a variety of industries. For three decades, EMI has assisted customers to realize the numerous competitive advantages of outsourcing their manufacturing needs. From quick turn to high volume, we enhance our customers' market position with end-to-end manufacturing solutions. EMI's complete service offerings, proven expertise, continued investments in new facilities, and technologies ensure a winning experience from start to finish. Hallmarks of the EMI experience include: Three decades of success in quickly delivering products to market Uncompromising commitment to quality Flexibility Prompt and attentive customer response Access to the latest technologies and equipment A Service Philosophy Centered On Your Priorities In today's competitive economic environment, product cycles evolve at a rapid rate. EMI understands that being first to market is crucial to your company's profitability. Our service philosophy is based on the following principles: Total customer satisfaction Rapid response Streamlined efficiency Our proactive approach to customer service consists of understanding our product and your overall business strategy. This allows us to accommodate your unique requirements with customized solutions and service. From single prototype boards to high-volume manufacturing, our customers are guaranteed an outstanding level of professionalism and attentiveness.",AS9100 & ISO13485 EMS delivering flexible NPI-to-volume builds with domestic and China factory options.,True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
6a03ae65-f66d-4f01-9527-7dafbcfa1c76,"FabTech-IGM Solutions, Inc.",IGM Solutions,https://www.fabtech.com,1967.0,<50,<$10M,fabtech-igm-solutions-inc,,"Engineering, Fabrication and Integration of Electronic and Metal Parts.","ISO9001 contract manufacturer pairing precision sheet-metal with PCBA and box-build services for gaming, medical and industrial OEMs.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
6a21d8e3-b367-491f-acb8-c0a4247f0fad,"Safari Circuits, Inc.",Safari Circuits,https://safaricircuits.com,1985.0,50-150,$10M-50M,safari-circuits-inc,,"Safari is your strategic partner for world-class electronics development and manufacturing services including design, manufacturing, testing, and fulfillment of printed circuit board assemblies and final assembled product.","Tribal-owned ISO13485 EMS delivering high-reliability PCBAs with strong engineering collaboration for medical, industrial and defense markets.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
6d39f857-547f-403c-9aaf-8f0e8d53ccca,"Data Electronic Devices, Inc. (DataED)",DataED,http://dataed.com,1980.0,150-500,$50M-150M,data-electronic-devices-inc-dataed,,We are a high-tech contract manufacturing and design firm that supports the Electronic Manufacturing Service (EMS) industry.,DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
6e7662f3-69ff-400c-b9a0-def7aef3bbd3,"EE Technologies, Inc.",Electronic Evolution Technologies (EET),http://eetechinc.com,2000.0,50-150,$50M-150M,ee-technologies-inc,,"Electronic Evolution Technologies, Inc. is a multi-national electronic manufacturing services company headquartered in Reno, Nevada.",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-15 19:59:58.816508+00
6e7d518f-a7ea-4b94-9dc1-80d150f07e0a,Fabrinetwest,Fabrinet West,https://fabrinetwest.com,2018.0,150-500,$50M-150M,fabrinetwest,,"Fabrinet (NYSE: FN), a leading electronic manufacturing services provider known for high-quality, complex opto-mechanical, PCBA & electrical assemblies","Silicon Valley’s quick-turn NPI specialist delivering full SMT, module & box build with seamless scale-up to high-volume production in Asia.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
73d14585-d030-45a6-b5d4-941f300f2416,"EI Microcircuits, Inc.",EI Microcircuits,https://www.eimicro.com,1984.0,150-500,$50M-150M,ei-microcircuits-inc,,"After more than 30 years as a privately-owned family business, we continue to invest in state-of-the-art equipment, technologies, and people to maintain our place as a leader in contract manufacturing. We believe our employees are the heart of our b...",100 k sq ft triple-plant campus with ISO/AS & ITAR registrations supplying high-reliability assemblies and complete box builds.,True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
829e4227-8a49-43f6-ad7c-4ab3993a8570,"Alereon, Inc.",Alereon,http://alereon.com,1989.0,50-150,<$10M,alereon-inc,,Alereon is a fabless semiconductor company developingUltrawideband wireless chipsets for wireless USB and Bluetooth apps.,DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
831e4564-4d01-4158-8085-ded30b16af81,"Creative Electronics & Software, Inc.",CES,http://cesinfo.com,1989.0,<50,<$10M,creative-electronics-software-inc,,Creative Electronics and Software specializes in printed circuit board assembly and electromechanical systems.,"ISO9001 shop offering full-spectrum engineering, turnkey assembly and life-cycle management for high-mix products.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
84385b0f-b65b-4d87-80de-ef894b0ec084,"Ayrshire Electronics of Mississippi, LLC",Keytronic Corinth,https://www.keytronic.com,1969.0,150-500,$50M-150M,ayrshire-electronics-of-mississippi-llc,,"Key Tronic was founded in 1969, and its core product group initially included keyboards, mice and other input devices.","Keytronic’s Mississippi plant offers integrated molding, PCBA and final assembly with automotive IATF quality and cost-competitive high-volume capability.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
843b5f43-34b8-47c6-adba-0d3b40786174,SigmaTron International Inc.,SigmaTron – Union City,https://sigmatronintl.com,1993.0,1000+,$150M+,sigmatron-international-inc,,"SigmaTron International, Inc. is a provider of electronic manufacturing service (EMS), which includes printed circuit board assemblies, and assembled (box-build) electronic products. The Company also provides services to its customers, including automa...","One‑source, global‑options® model with seven plants across US, Mexico, China & Vietnam, supporting regulated markets with broad certifications.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
86dd2a2d-3182-4bdf-bfb3-020620267c94,Spinnaker Contract Manufacturing,Spinnaker Contract,https://www.spinnakercontract.com,1974.0,50-150,$10M-50M,spinnaker-contract-manufacturing,,Spinnaker Contract Manufacturing is a leading New England-based electronic contract manufacturer providing turnkey and customized assembly solutions.,"Family-owned ISO13485/9001 EMS with in-house cable, RF and direct fulfillment capabilities for medical & defense markets.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
8d513f9a-7c03-40cf-a616-93b41389d91c,Meritek Electronics Corporation,Meritek EMS,https://www.meritekusa.com,1991.0,50-150,$10M-50M,meritek-electronics-corporation,,"MERITEK is a producer of advanced circuit protection devices, passive components, semiconductors, and printed circuit board (PCB) products.","Component distribution plus EMS under one roof, ISO9001/14001 accredited and focus on IoT and industrial power products.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
8d5fffaf-97c2-42f2-9171-21b87794b0fe,"AsteelFlash California, Inc.",Asteelflash Fremont (possible dba: Flash Electronics),http://flashelec.com,1989.0,150-500,$50M-150M,asteelflash-california-inc,,"Contract manufacturing by HANA Technologies. Electronics CM source for wafer processing, IC packaging and testing, RFID inlays and tags, camera module assemblies, PCBA, LCD displays, and other contract manufacturing and assembly. OEM production volume,...",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
90bcf02b-d682-4c09-a9cb-8ef6e2c96ab2,"Circuit Technology Center, Inc.",Teledyne AES,https://circuit-technology-center-inc-.invalid,1989.0,<50,$50M-150M,circuit-technology-center-inc-,,"Contract manufacturing by HANA Technologies. Electronics CM source for wafer processing, IC packaging and testing, RFID inlays and tags, camera module assemblies, PCBA, LCD displays, and other contract manufacturing and assembly. OEM production volume,...",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-15 19:59:58.816508+00,2025-08-15 19:59:58.816508+00
90bdbf5e-8bda-4bfd-aa92-383d6d5cccb7,Electronic Systems Inc,ESI,https://www.electronicsi.com,1980.0,150-500,$50M-150M,electronic-systems-inc,,"legendary service integrity, responsiveness, & flexibility Electronic Systems, Inc. has been providing Legendary Service to its customers for over 35 years. Founded in 1980, we provide a full range of electronic manufacturing services (EMS) to original...",Employee-owned ISO9001/13485 EMS with integrated logistics & supply-chain services delivering PCBAs through system-level fulfillment.,True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
9201be66-d8d6-4ae3-9dbf-eb64d163783f,"LeeMAH Electronics, Inc.",LeeMAH Electronics,https://www.leemah.com,1971.0,150-500,$50M-150M,leemah-electronics-inc,,"Provider of Contract Manufacturing services including SMT, PTH, Box and Cable Assemblies. Manufacturing locations in California, Texas and China. All facilities ISO 9001-2008 certified. Domestic locations are ITAR registered. High Mix/Low Volume Production with established customers in Aerospace/Defense, Audio/Visual, Test Instrumentation, Medical Instruments and Transportation.","ITAR‑registered, AS9100D EMS with IPC Class‑3 workmanship and full box‑build capability in the Bay Area.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
93af0ad6-6d78-47ef-816b-07f4748324fb,"SVTronics, Inc.",Teledyne AES,https://www.svtronics.com/,1989.0,50-150,$50M-150M,svtronics-inc,,SVTronics | Electronics Contract Manufacturing | Military Cables and Harnesses | Pandora Board | Beagle Bone Black,DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-15 19:59:58.816508+00
93d49512-c63a-4786-a3e5-6fdb2c96f309,"Z-AXIS, Inc. / BEAR Power Supplies",Bear Power Supplies,https://www.zaxis.net/,1989.0,50-150,$10M-50M,z-axis-inc-bear-power-supplies,,"Contract manufacturing by HANA Technologies. Electronics CM source for wafer processing, IC packaging and testing, RFID inlays and tags, camera module assemblies, PCBA, LCD displays, and other contract manufacturing and assembly. OEM production volume,...",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
9461e0e1-1337-4b91-b864-9dc2fcdba4eb,"Data Circuit Systems, Inc.",Teledyne AES,https://data-circuit-systems-inc-.invalid,1989.0,<50,$50M-150M,data-circuit-systems-inc-,,"Contract manufacturing by HANA Technologies. Electronics CM source for wafer processing, IC packaging and testing, RFID inlays and tags, camera module assemblies, PCBA, LCD displays, and other contract manufacturing and assembly. OEM production volume,...",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-15 19:59:58.816508+00,2025-08-15 19:59:58.816508+00
96349686-5a29-454e-b18e-986bd64de796,EDM (Electronic Design & Manufacturing),EDM,https://edmva.com,1990.0,50-150,$10M-50M,edm-electronic-design-manufacturing,,"Partner with EDM for PCB assembly. An American electronic contract manufacturer, EDM provides superior design and production services.","100% employee-owned ISO9001 EMS pairing strong engineering with flexible SMT, coating and custom automation for USA-made solutions.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
9a05df3b-ae22-4c70-8b92-ccb535451f45,"SCI Technology, Inc.",SCI (a Sanmina company),https://www.sci.com/,1961.0,500-1000,$150M+,sci-technology-inc,,"SCI Technology is a leader in the design, development, manufacture and support of advanced electronic systems for the Defense & Aerospace sector.",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
9a9f9762-4e0d-4116-b008-a5131b2fa3b1,R&D Altanova,R&D Circuits dba R&D Altanova,http://rdaltanova.com,1989.0,150-500,$50M-150M,r-d-altanova,,"R&D Altanova is the leading provider of full turn-key test interface solutions specializing in Advanced Technology Printed Circuit Board Engineering, Design, Fabrication, and Assembly and Manufacturing services.",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
a28d36ec-8ec5-43b0-a8b7-ecdbcda7da4d,Control Resources,Teledyne AES,https://controlresources.com/,1989.0,<50,<$10M,control-resources,,"Contract manufacturing by HANA Technologies. Electronics CM source for wafer processing, IC packaging and testing, RFID inlays and tags, camera module assemblies, PCBA, LCD displays, and other contract manufacturing and assembly. OEM production volume,...",DoD-trusted provider of high-complexity circuit card and microelectronic assemblies for space and defense programs with full lifecycle sustainment services.,True,False,,2025-08-14 19:37:09.710421+00,2025-08-14 19:37:09.710421+00
a30fd59e-7d14-4173-b49f-2392e99502af,"Saline Lectronics, Inc.",Emerald EMS – Saline,https://www.emeraldtechnologies.com,2002.0,50-150,$10M-50M,saline-lectronics-inc,,"Saline Lectronics specializes in manufacturing low to mid-volume, high-mix electronic printed circuit board assemblies & box builds. AS9100/ISO13485 electronics manufacturing service",High-mix EMS specializing in medical and aerospace PCBAs with ISO13485 & AS9100D plus full environmental test and box-build capability.,True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
a6099a6a-0eb4-4a2c-b078-d4bf6dfaf874,"Epic Technologies, LLC",NEOTech,https://www.neotech.com,1985.0,1000+,$150M+,epic-technologies-llc,,"NEO Tech Inc has more than 40-years of experience offering electronics and contract manufacturing services. We provide highly complex products in ever-advancing industries such as the medical, defense and aerospace sectors of the market. Call us at (84...","Formed by merger of NATEL, EPIC & OnCore, NEOTech offers deep domain expertise in medical, aerospace and high‑reliability industrial markets with 40+ years heritage.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
a7b71913-1021-4a5e-99a3-67290fbc03da,Megaforce Corporation,Megaforce,https://megaforcecorp.com,1993.0,50-150,$10M-50M,megaforce-corporation,,"ï¿½??The foundation of Megaforceï¿½??s success is our people. Their commitment to continuous improvement and exceeding the customerï¿½??s expectations provides a basis for achieving our quality objectives.ï¿½?? - Stanley Trenh, CEO and President Please contact u...","Megaforce is a Silicon Valley EMS provider certified for space electronics, offering full lifecycle support from NPI to high-mix production.",True,False,,2025-08-06 23:47:50.021253+00,2025-08-06 23:47:50.021253+00
